IBKR,STK,USD,NASDAQ
IBN,STK,USD,NYSE
ICSH,STK,USD,AMEX
IDEX,STK,USD,NASDAQ
IDV,STK,USD,AMEX
IEFA,STK,USD,AMEX
IEMG,STK,USD,AMEX
IFRX,STK,USD,NASDAQ
IGD,STK,USD,NYSE
IGIB,STK,USD,NASDAQ
IGSB,STK,USD,NASDAQ
IGT,STK,USD,NYSE
IIVI,STK,USD,NASDAQ
ILF,STK,USD,AMEX
ILPT,STK,USD,NASDAQ
IMGN,STK,USD,NASDAQ
IMMU,STK,USD,NASDAQ
INAP,STK,USD,NASDAQ
INDA,STK,USD,AMEX
INFN,STK,USD,NASDAQ
INFO,STK,USD,NYSE
INFY,STK,USD,NYSE
ING,STK,USD,NYSE
INMD,STK,USD,NASDAQ
INN,STK,USD,NYSE
INO,STK,USD,NASDAQ
INPX,STK,USD,NASDAQ
INSG,STK,USD,NASDAQ
INSM,STK,USD,NASDAQ
INST,STK,USD,NYSE
INTC,STK,USD,NASDAQ
INVA,STK,USD,NASDAQ
INVH,STK,USD,NYSE
IONS,STK,USD,NASDAQ
IOVA,STK,USD,NASDAQ
IP,STK,USD,NYSE
IPG,STK,USD,NYSE
IPHI,STK,USD,NYSE
IQ,STK,USD,NASDAQ
IRBT,STK,USD,NASDAQ
IRDM,STK,USD,NASDAQ
IRM,STK,USD,NYSE
IRWD,STK,USD,NASDAQ
ISBC,STK,USD,NASDAQ
ISEE,STK,USD,NASDAQ
ITB,STK,USD,AMEX
ITCI,STK,USD,NASDAQ
ITOT,STK,USD,AMEX
ITUB,STK,USD,NYSE
IUSG,STK,USD,NASDAQ
IVR,STK,USD,NYSE
IVZ,STK,USD,NYSE
IWR,STK,USD,AMEX
IXUS,STK,USD,NASDAQ
IYE,STK,USD,AMEX
JAG,STK,USD,NYSE
JBGS,STK,USD,NYSE
JBL,STK,USD,NYSE
JBLU,STK,USD,NASDAQ
JCI,STK,USD,NYSE
JCP,STK,USD,NYSE
JD,STK,USD,NASDAQ
JDST,STK,USD,AMEX
JEF,STK,USD,NYSE
JELD,STK,USD,NYSE
JHG,STK,USD,NYSE
JILL,STK,USD,NYSE
JKS,STK,USD,NYSE
JMIA,STK,USD,NYSE
JNCE,STK,USD,NASDAQ
JNPR,STK,USD,NYSE
JNUG,STK,USD,AMEX
JPST,STK,USD,AMEX
JQC,STK,USD,NYSE
JWN,STK,USD,NYSE
K,STK,USD,NYSE
KAR,STK,USD,NYSE
KBE,STK,USD,AMEX
KBH,STK,USD,NYSE
KBR,STK,USD,NYSE
KDMN,STK,USD,NYSE
KDP,STK,USD,NYSE
KEM,STK,USD,NYSE
KEY,STK,USD,NYSE
KFY,STK,USD,NYSE
KGC,STK,USD,NYSE
KHC,STK,USD,NASDAQ
KIM,STK,USD,NYSE
KIRK,STK,USD,NASDAQ
KKR,STK,USD,NYSE
KL,STK,USD,NYSE
KLXE,STK,USD,NASDAQ
KMI,STK,USD,NYSE
KMT,STK,USD,NYSE
KN,STK,USD,NYSE
KNX,STK,USD,NYSE
KO,STK,USD,NYSE
KOD,STK,USD,NASDAQ
KOS,STK,USD,NYSE
KPTI,STK,USD,NASDAQ
KR,STK,USD,NYSE
KRE,STK,USD,AMEX
KRG,STK,USD,NYSE
KSS,STK,USD,NYSE
KT,STK,USD,NYSE
KTB,STK,USD,NYSE
KTOS,STK,USD,NASDAQ
KWEB,STK,USD,AMEX
KYN,STK,USD,NYSE
L,STK,USD,NYSE
LABD,STK,USD,AMEX
LABU,STK,USD,AMEX
LADR,STK,USD,NYSE
LAUR,STK,USD,NASDAQ
LB,STK,USD,NYSE
LBRT,STK,USD,NYSE
LBTYA,STK,USD,NASDAQ
LBTYK,STK,USD,NASDAQ
LCI,STK,USD,NYSE
LCTX,STK,USD,AMEX
LEG,STK,USD,NYSE
LEN,STK,USD,NYSE
LEVI,STK,USD,NYSE
LGC,STK,USD,NYSE
LGF.A,NYSE
LGF.B,NYSE
LITE,STK,USD,NASDAQ
LJPC,STK,USD,NASDAQ
LK,STK,USD,NASDAQ
LKQ,STK,USD,NASDAQ
